448,Tauco,1,158,11.3,5.4,18.1,Sajikan
449,Tauco cap beruang,1,347,7.4,5.2,67.6,Sajikan
450,Tauco cap das,1,358,7.5,4.3,70.4,Sajikan
451,Tauco cap meong,1,159,7.4,4.9,21.3,Sajikan
452,Tauji cap singa,1,277,9.1,4.7,49.6,Sajikan
453,Tempe goreng,1,82,4.6,5.8,3.2,Sajikan
454,Tempe goreng (Menu Pgln),1,335,23.3,0,0,Sajikan
455,Tempe murni goreng,1,350,24.5,26.6,10.4,Sajikan
456,Tempe pasar goreng,1,336,20,28,7.8,Sajikan
457,Tempe sayur,1,36,0.9,0.4,7.4,Sajikan
458,Abon sapi,1,212,18,10.6,59.3,Sajikan
459,Abon sapi asli,1,358,14.6,16.1,38.6,Sajikan
460,Ati ayam (buras),1,112,18.3,3.2,2.6,Sajikan
461,Ati ayam (ras),1,105,16.6,3.4,2.1,Sajikan
462,Ayam goreng (Menu Pgln),1,595,30.5,0,0,Sajikan
463,Ayam goreng buras mbok berek,1,295,39.2,13.6,1,Sajikan
464,Ayam paha lengkap kalasan,1,275,37.4,12.2,1.3,Sajikan
465,Ayam paha pasundan,1,245,33.1,11.4,0.3,Sajikan
466,Ayam paha sukabumi,1,283,35.7,14.3,0.5,Sajikan
467,Ayam pasundan,1,246,37.9,9,0.7,Sajikan
468,Ayam ras dada church toxas,1,338,35.2,20.6,0.4,Sajikan
469,Ayam ras dada kentucky,1,298,34.2,16.8,0.1,Sajikan
470,Ayam ras dada pioner,1,295,37.4,14.7,0.6,Sajikan
471,Ayam ras paha church,1,287,31,15.7,1.7,Sajikan
472,Ayam ras paha kentucky,1,286,32.1,16.7,1.1,Sajikan
473,Ayam sayap church,1,295,34,16,1.5,Sajikan
474,Ayam sayap kentucky,1,297,35.9,15.2,1.6,Sajikan
475,Ayam sukabumi,1,244,36.7,9.2,1,Sajikan
476,Babi lawar,1,174,17,10,3,Sajikan
477,Ceker ayam (buras),1,197,20.6,11.5,2.7,Sajikan
478,Ceker ayam (ras),1,245,20.8,17.1,2.1,Sajikan
479,Daging puyuh (goreng),1,187,25.6,8.2,2.8,Sajikan
480,Dendeng bekicot,1,441,48.7,20.3,15.8,Sajikan
481,Paru goreng,1,488,39.4,36.5,0.4,Sajikan
482,Penyu lawar,1,141,23,1.5,7.6,Sajikan
483,Penyu sate,1,179,22.5,3.5,13.3,Sajikan
484,Penyu serapah,1,174,13.1,12.2,2.2,Sajikan
485,Pizza sapi,1,294,17.9,17.5,16.1,Sajikan
486,Rawon,1,60,5.4,2.5,4,Sajikan
487,Rempelo ayam,1,108,17.2,4.1,0.4,Sajikan
488,Rempelo ayam (goreng),1,270,32.3,11.2,9.9,Sajikan
489,Rendang,1,193,22.6,7.9,7.8,Sajikan
490,Rujak cingur,1,153,11.3,8.4,8,Sajikan
491,Sapi rendang,1,193,22.6,7.9,7.8,Sajikan
492,Sate ayam,1,227,41.3,6.1,1.8,Sajikan
493,Sate daging kambing,1,211,41.7,4.9,0,Sajikan
494,Sate daging lembu,1,219,38.9,6.7,0.8,Sajikan
495,Sate kuah,1,151,14.9,1.3,20,Sajikan
496,Sate kulit,1,22,3.1,0.1,2.3,Sajikan
497,Sate perut lembu,1,218,22.6,11.5,6.1,Sajikan
498,Sate usus,1,19,2.1,1.1,0.2,Sajikan
499,Soto dengan daging,1,102,2.1,7.5,6.6,Sajikan
500,Soto tanpa daging,1,82,0.3,6,6.7,Sajikan
501,Sus isi ragout,1,221,7.5,10.2,24.8,Sajikan
502,Usus ayam goreng,1,473,45.2,26.3,13.9,Sajikan
503,Telur ayam dadar,1,251,16.3,19.4,1.4,Sajikan
504,Telur bebek dadar,1,301,20,23.7,0,Sajikan
505,Telur ceplok (Menu Pgln),1,240,11,0,0,Sajikan
506,Telur dadar (Menu Pgln),1,259,11.7,0,0,Sajikan
507,Telur dadar+terigu (Menu Pgln),1,289,10.7,0,0,Sajikan
508,Telur puyuh,1,168,12.3,12.7,1.2,Sajikan
509,Telur rebus (Menu Pgln),1,154,12.2,0,0,Sajikan
510,Bandeng presto,1,296,17.1,20.3,11.3,Sajikan
511,Belut dendeng goreng,1,382,55.7,14.1,8,Sajikan
512,Belut goreng,1,417,25.9,19.4,32,Sajikan
513,Cumi-cumi goreng,1,265,40.6,10.1,0,Sajikan
514,Dendeng mujahir goreng,1,598,74.3,26.9,9.2,Sajikan
515,Empek kapal selam,1,190,13.2,6.6,19.4,Sajikan
516,Empek kelesan,1,211,12.3,6.1,26.6,Sajikan
517,Empek tangiri,1,173,7.2,1.2,33.4,Sajikan
518,Empek-empek belida,1,156,4.2,1.4,31.6,Sajikan
519,Gurame asam manis,1,192,12.7,10.1,12.7,Sajikan
520,Ikan mas goreng (Menu Pgln),1,182,18.1,0,0,Sajikan
521,Ikan mas semur (Menu Pgln),1,225,14.7,0,0,Sajikan
522,Ikan tongkol (tuna),1,117,23.2,2.7,0,Sajikan
523,Ikan tongkol masak kuwah,1,119,15.7,3.5,6.1,Sajikan
524,Kerupuk udang,1,17,0.7,1.5,2.6,Sajikan
525,Lele dumbo/pecak,1,372,7.8,36.3,3.5,Sajikan
526,Mujahir acar kuning,1,330,17.8,23.4,12.1,Sajikan
527,Mujahir goreng,1,416,46.9,23.9,0,Sajikan
528,Mujahir pepes,1,121,21.7,2.8,0.8,Sajikan
529,Pecak lele,1,372,7.8,36.3,3.5,Sajikan
530,Pepes ikan mas,1,209,15.2,11.3,11.8,Sajikan
531,Petis,1,345,23.8,1.4,59.3,Sajikan
532,Petis udang,1,345,23.8,1.4,59.3,Sajikan
533,Tenggiri,1,109,21.5,2.6,0,Sajikan
534,Teri blado,1,365,23.7,22.3,17.5,Sajikan
535,Bayam kukus,1,30,1.3,0.7,5.8,Sajikan
536,Bayam rebus,1,23,1.2,0.6,3.7,Sajikan
537,Botok lamtoro,1,186,11.7,9.7,13,Sajikan
538,Brongkos,1,141,15.3,3.3,12.6,Sajikan
539,Buncis rebus,1,30,2.2,0.2,6.4,Sajikan
540,Buntil daun talas,1,141,4.4,10.2,8,Sajikan
541,Gado-gado,1,203,6.7,8.7,24.6,Sajikan
542,Gudeg,1,160,3.3,9.2,16,Sajikan
543,Kac. panjang rebus (Menu Pgln),1,38,2.4,0,0,Sajikan
544,Keredok,1,92,2.2,3.3,14.1,Sajikan
545,Ketoprak,1,153,7.9,7.7,13,Sajikan
546,Kripik bayam,1,586,4.9,40.6,50.2,Sajikan
547,Pecel,1,243,11.14,12.53,31.72,Sajikan
548,Sayur asem,1,29,0.7,0.6,5,Sajikan
549,Sayur daging ayam (Menu Pgln),1,451,27.2,0,0,Sajikan
550,Sayur daging sapi (Menu Pgln),1,239,21.7,0,0,Sajikan
551,Sayur kacang merah (Menu Pgln),1,321,17.4,0,0,Sajikan
552,Sayur lodeh,1,240,9.08,12.45,30.65,Sajikan
553,Sayur lodeh (Menu Pgln),1,108,1.9,0,0,Sajikan
554,Sayur sop,1,27,1.3,2,1,Sajikan
555,Sayur sosin (Menu Pgln),1,18,1.9,0,0,Sajikan
556,Sayur soup (Menu Pgln),1,61,1.4,0,0,Sajikan
557,Sayur tahu sosin (Menu Pgln),1,92,4.3,0,0,Sajikan
558,Sayur tahu toge (Menu Pgln),1,114,3.4,0,0,Sajikan
559,Sayur telur wortel (Menu Pgln),1,140,10.7,0,0,Sajikan
560,Sayur tempe (Menu Pgln),1,161,9.3,0,0,Sajikan
561,Semur jengkol,1,77,1.8,2.4,12.1,Sajikan
562,Semur jengkol kacang kedele,1,212,6,8.7,29.1,Sajikan
563,Semur telur (Menu Pgln),1,178,5,0,0,Sajikan
564,Soto,1,135,2.5,8.8,11.5,Sajikan
565,Toge goreng,1,88,3.2,2.1,14,Sajikan
566,Tumis Jagung sayur,1,201,3.7,14.1,27.1,Sajikan
567,Tumis bayam (Menu Pgln),1,193,2,0,0,Sajikan
568,Tumis bayam + santan,1,48,1.4,4.2,2.6,Sajikan
569,Tumis kangkung (Menu Pgln),1,92,2.5,0,0,Sajikan
570,Tumis ketang (Menu Pgln),1,120,1.9,0,0,Sajikan
571,Tumis labu siam (Menu Pgln),1,88,0.7,0,0,Sajikan
572,Tumis teri +buncis (Menu Pgln),1,158,33.5,0,0,Sajikan
573,Cerelac,1,418,9,15.5,68.9,Sajikan
574,Enfamil,1,525,11.8,29,55,Sajikan
575,Es krim (coconut milk),1,47,0.9,0.5,9.8,Sajikan
576,LLM,1,481,20,21,0,Sajikan
577,Lactogen,1,464,21.6,19,51.6,Sajikan
578,Morinaga,1,515,13,27,55.1,Sajikan
579,Promil,1,460,20,18,55,Sajikan
580,Promina,1,409,12.57,8.78,71.92,Sajikan
581,S.G.M,1,461,20,18,54.7,Sajikan
582,Sustagen HP,1,1540,94,14,260,Sajikan
583,Susu full cream,1,502,27,26,40,Sajikan
584,Bakpau,1,239,12.2,2.6,41.6,Sajikan
585,Bakso,1,190,10.3,6.3,23.1,Sajikan
586,Berondong,1,60,0.6,0.1,14.3,Sajikan
587,Bika ambon,1,158,2.1,0.2,37,Sajikan
588,Biskuit mahal (Menu Pgln),1,350,8,0,0,Sajikan
589,Cake (bolu),1,435,7.1,19.8,57.1,Sajikan
590,Coklat (Menu Pgln),1,472,2,0,0,Sajikan
591,Cucur,1,145,2.39,1.28,31.36,Sajikan
592,Dawet,1,878,11.25,14.9,175.37,Sajikan
593,Donat,1,357,9.4,10.4,56.5,Sajikan
594,Geplak,1,350,1.4,14.4,53.6,Sajikan
595,Kelepon,1,215,3.7,3.7,41.8,Sajikan
596,Kue bakpia,1,272,3.7,6.7,44.1,Sajikan
597,Kue karo,1,110,2,0.9,23.4,Sajikan
598,Kue wijen,1,565,18.2,38.4,36.8,Sajikan
599,Lapis legit,1,389,6.6,15.7,55.5,Sajikan
600,Ledre pisang,1,405,4.8,5.1,84.9,Sajikan
601,Lempog durian,1,320,3.5,5.7,63.7,Sajikan
602,Lupis ketan,1,164,1.8,2.1,34.5,Sajikan
603,Mendoan,1,92,4.89,1.04,16.19,Sajikan
604,Mendut/mata kebo,1,86,3.11,1.19,16.35,Sajikan
605,Mpek-mpek,1,182,9.2,3.8,27.8,Sajikan
606,Nopia spesial,1,387,5.3,7.6,74.3,Sajikan
607,Pisang getuk,1,144,1.1,0.4,34.1,Sajikan
608,Pisang goreng,1,132,1.4,3.8,23.1,Sajikan
609,Pisang kripik lampung,1,485,1.7,22.2,69.7,Sajikan
610,Pudding (Menu Pgln),1,194,1.9,0,0,Sajikan
611,Putu cangkir,1,304,5.3,7,54.9,Sajikan
612,Rujak,1,228,7.6,15.5,14.5,Sajikan
613,Sagon,1,84,0.98,1.1,18.1,Sajikan
614,Satru ponorogo,1,380,13.9,2.1,76.4,Sajikan
615,Sempril sagu,1,477,0.7,18.4,77.3,Sajikan
616,Suwir-suwir,1,317,0.5,0.9,84.2,Sajikan
617,Taro,1,523,5.8,28.2,61.3,Sajikan
618,Wafer,1,53,2.7,28.7,66.7,Sajikan
619,Wajit camilan,1,303,6.3,2.7,63.3,Sajikan
620,Wedang jahe,1,59,0.14,0.09,15.07,Sajikan
621,Wedang jeruk,1,60,0.12,0.03,15.75,Sajikan
622,Widaran,1,424,1.3,10.7,80.7,Sajikan
623,Wingko babat,1,355,3.2,15.1,51.4,Sajikan
624,Yangko,1,254,3,1.1,58.1,Sajikan
